SwedishSignsLinkopingsUniversitet00000001.jpg,26,26,SWEDEN,BLURRED,INFORMATION,PRIORITY_ROAD
SwedishSignsLinkopingsUniversitet00000002.jpg,29,29,SWEDEN,BLURRED,INFORMATION,PRIORITY_ROAD
SwedishSignsLinkopingsUniversitet00000003.jpg,34,35,SWEDEN,VISIBLE,INFORMATION,PRIORITY_ROAD
SwedishSignsLinkopingsUniversitet00000004.jpg,48,52,SWEDEN,VISIBLE,INFORMATION,PRIORITY_ROAD
SwedishSignsLinkopingsUniversitet00000005.jpg,77,75,SWEDEN,VISIBLE,INFORMATION,PRIORITY_ROAD
SwedishSignsLinkopingsUniversitet00000006.jpg,17,17,SWEDEN,BLURRED,MANDATORY,PASS_EITHER_SIDE
SwedishSignsLinkopingsUniversitet00000007.jpg,19,19,SWEDEN,BLURRED,MANDATORY,PASS_EITHER_SIDE
SwedishSignsLinkopingsUniversitet00000008.jpg,20,18,SWEDEN,BLURRED,MANDATORY,PASS_EITHER_SIDE
SwedishSignsLinkopingsUniversitet00000009.jpg,41,39,SWEDEN,VISIBLE,MANDATORY,PASS_EITHER_SIDE
SwedishSignsLinkopingsUniversitet00000010.jpg,22,22,SWEDEN,OCCLUDED,MANDATORY,PASS_RIGHT_SIDE
SwedishSignsLinkopingsUniversitet00000011.jpg,27,16,SWEDEN,SIDE_ROAD,WARNING,GIVE_WAY
SwedishSignsLinkopingsUniversitet00000012.jpg,50,46,SWEDEN,VISIBLE,MANDATORY,PASS_EITHER_SIDE
SwedishSignsLinkopingsUniversitet00000013.jpg,28,25,SWEDEN,BLURRED,MANDATORY,PASS_RIGHT_SIDE
SwedishSignsLinkopingsUniversitet00000014.jpg,29,20,SWEDEN,SIDE_ROAD,WARNING,GIVE_WAY
SwedishSignsLinkopingsUniversitet00000015.jpg,64,61,SWEDEN,VISIBLE,MANDATORY,PASS_EITHER_SIDE
SwedishSignsLinkopingsUniversitet00000016.jpg,30,28,SWEDEN,BLURRED,MANDATORY,PASS_RIGHT_SIDE
SwedishSignsLinkopingsUniversitet00000017.jpg,33,24,SWEDEN,OCCLUDED,WARNING,GIVE_WAY
SwedishSignsLinkopingsUniversitet00000018.jpg,85,85,SWEDEN,VISIBLE,MANDATORY,PASS_EITHER_SIDE
SwedishSignsLinkopingsUniversitet00000019.jpg,35,32,SWEDEN,VISIBLE,MANDATORY,PASS_RIGHT_SIDE
SwedishSignsLinkopingsUniversitet00000020.jpg,38,19,SWEDEN,SIDE_ROAD,WARNING,GIVE_WAY
SwedishSignsLinkopingsUniversitet00000021.jpg,47,18,SWEDEN,SIDE_ROAD,MANDATORY,PASS_RIGHT_SIDE
SwedishSignsLinkopingsUniversitet00000022.jpg,45,44,SWEDEN,VISIBLE,MANDATORY,PASS_RIGHT_SIDE
